left_to_pin_before,penalty,hole_no,shot_no,completed,putt,left_to_pin_after,par,yards,mp_name,usa_player1,usa_player2,eur_player1,eur_player2,mp_start_time,player_shot_name,shot_team,lie_after,lie_before
7560,FALSE,9,2,TRUE,FALSE,720,4,475,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green Fringe,Fairway Bunker
720,FALSE,9,3,TRUE,FALSE,1,4,475,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Hole,Green Fringe
16272,FALSE,10,1,TRUE,FALSE,6012,4,452,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Intermediate Rough,Tee
6012,FALSE,10,2,TRUE,FALSE,192,4,452,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Intermediate Rough
6696,FALSE,8,1,TRUE,FALSE,96,3,186,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Tee
96,FALSE,8,2,TRUE,TRUE,24,3,186,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Green
24,FALSE,8,3,TRUE,TRUE,1,3,186,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,NA,Green
17100,FALSE,9,1,TRUE,FALSE,7884,4,475,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Fairway,Tee
7884,FALSE,9,2,TRUE,FALSE,744,4,475,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Fairway
14472,FALSE,7,1,TRUE,FALSE,4860,4,402,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Rough,Tee
4860,FALSE,7,2,TRUE,FALSE,2880,4,402,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Fairway,Rough
6048,FALSE,10,2,TRUE,FALSE,684,4,452,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green Fringe,Rough
684,FALSE,10,3,TRUE,FALSE,96,4,452,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Green Fringe
96,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Hole,Green
2880,FALSE,7,3,TRUE,FALSE,120,4,402,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Fairway
192,FALSE,10,3,TRUE,TRUE,36,4,452,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Green
21816,FALSE,11,1,TRUE,FALSE,10152,5,606,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Fairway Bunker,Tee
10152,FALSE,11,2,TRUE,FALSE,3996,5,606,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Fairway,Fairway Bunker
120,FALSE,7,4,TRUE,TRUE,1,4,402,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Hole,Green
6696,FALSE,8,1,TRUE,FALSE,156,3,186,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Tee
156,FALSE,8,2,TRUE,TRUE,1,3,186,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Hole,Green
744,FALSE,9,3,TRUE,TRUE,132,4,475,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Green
3996,FALSE,11,3,TRUE,FALSE,120,5,606,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Fairway
8640,FALSE,13,1,TRUE,FALSE,660,3,248,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Tee
21816,FALSE,11,1,TRUE,FALSE,11520,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Fairway,Tee
36,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Hole,Green
19008,FALSE,12,1,TRUE,FALSE,8064,4,528,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Fairway,Tee
21816,FALSE,11,1,TRUE,FALSE,12600,5,606,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Fairway,Tee
132,FALSE,9,4,TRUE,TRUE,1,4,475,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Hole,Green
8064,FALSE,12,2,TRUE,FALSE,336,4,528,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Fairway
336,FALSE,12,3,TRUE,TRUE,48,4,528,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Green
48,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Green
120,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Hole,Green
11520,FALSE,11,2,TRUE,FALSE,4140,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Fairway Bunker,Fairway
16272,FALSE,10,1,TRUE,FALSE,5220,4,452,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Fairway,Tee
5220,FALSE,10,2,TRUE,FALSE,444,4,452,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Fairway
444,FALSE,10,3,TRUE,TRUE,12,4,452,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Green
17100,FALSE,9,1,TRUE,FALSE,6840,4,475,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Rough,Tee
6840,FALSE,9,2,TRUE,FALSE,480,4,475,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Rough
480,FALSE,9,3,TRUE,TRUE,48,4,475,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Green
48,FALSE,9,4,TRUE,TRUE,12,4,475,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Green
12,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,NA,Green
16272,FALSE,10,1,TRUE,FALSE,5220,4,452,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Fairway,Tee
12600,FALSE,11,2,TRUE,FALSE,3096,5,606,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Fairway,Fairway
5220,FALSE,10,2,TRUE,FALSE,300,4,452,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Fairway
3096,FALSE,11,3,TRUE,FALSE,300,5,606,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Fairway
4140,FALSE,11,3,TRUE,FALSE,1800,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Rough,Fairway Bunker
1800,FALSE,11,4,TRUE,FALSE,288,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Rough
8640,FALSE,13,1,TRUE,FALSE,108,3,248,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Tee
300,FALSE,10,3,TRUE,TRUE,12,4,452,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Green
12,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Hole,Green
21816,FALSE,11,1,TRUE,FALSE,10080,5,606,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Fairway,Tee
10080,FALSE,11,2,TRUE,FALSE,960,5,606,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Fairway
8640,FALSE,13,1,TRUE,FALSE,240,3,248,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Tee
960,FALSE,11,3,TRUE,TRUE,72,5,606,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Green
72,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Hole,Green
36,FALSE,14,4,TRUE,TRUE,1,4,448,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Hole,Green
660,FALSE,13,2,TRUE,TRUE,48,3,248,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Green
240,FALSE,13,2,TRUE,TRUE,12,3,248,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Green
48,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Hole,Green
300,FALSE,11,4,TRUE,TRUE,12,5,606,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Green
12,FALSE,11,5,TRUE,TRUE,1,5,606,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,NA,Green
19008,FALSE,12,1,TRUE,FALSE,7920,4,528,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Fairway,Tee
7344,FALSE,12,2,TRUE,FALSE,720,4,528,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Greenside Bunker,Fairway
720,FALSE,12,3,TRUE,FALSE,72,4,528,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Greenside Bunker
72,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Hole,Green
16128,FALSE,14,1,TRUE,FALSE,4716,4,448,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Rough,Tee
4716,FALSE,14,2,TRUE,FALSE,216,4,448,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Rough
216,FALSE,14,3,TRUE,TRUE,36,4,448,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Green
19008,FALSE,12,1,TRUE,FALSE,7920,4,528,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Intermediate Rough,Tee
12,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,NA,Green
14580,FALSE,15,1,TRUE,FALSE,4032,4,405,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Fairway,Tee
4032,FALSE,15,2,TRUE,FALSE,216,4,405,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Fairway
7920,FALSE,12,2,TRUE,FALSE,360,4,528,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Fairway
7920,FALSE,12,2,TRUE,FALSE,300,4,528,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Intermediate Rough
21024,FALSE,16,1,TRUE,FALSE,9720,5,572,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Rough,Tee
216,FALSE,15,3,TRUE,TRUE,48,4,405,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Green,Green
48,FALSE,15,4,TRUE,TRUE,1,4,405,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Hole,Green
16128,FALSE,14,1,TRUE,FALSE,5148,4,448,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Fairway,Tee
5148,FALSE,14,2,TRUE,FALSE,144,4,448,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Green,Fairway
14580,FALSE,15,1,TRUE,FALSE,4608,4,405,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Fairway,Tee
4608,FALSE,15,2,TRUE,FALSE,192,4,405,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Fairway
108,FALSE,13,2,TRUE,TRUE,1,3,248,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Hole,Green
16128,FALSE,14,1,TRUE,FALSE,4860,4,448,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Rough,Tee
192,FALSE,15,3,TRUE,TRUE,48,4,405,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Green
48,FALSE,15,4,TRUE,TRUE,1,4,405,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Hole,Green
21024,FALSE,16,1,TRUE,FALSE,11124,5,572,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Fairway Bunker,Tee
576,FALSE,13,2,TRUE,FALSE,204,3,248,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Matt Kuchar,USA,Green,Greenside Bunker
204,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Hole,Green
8640,FALSE,13,1,TRUE,FALSE,576,3,248,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Greenside Bunker,Tee
24,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Foursomes Match 4,Matt Kuchar,Dustin Johnson,Lee Westwood,Thomas Pieters,2016-09-30 13:20:00,Dustin Johnson,USA,Hole,Green
14580,FALSE,15,1,TRUE,FALSE,6084,4,405,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Rough,Tee
9720,FALSE,16,2,TRUE,FALSE,2340,5,572,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Fairway,Rough
11124,FALSE,16,2,TRUE,FALSE,3384,5,572,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Fairway,Fairway Bunker
3384,FALSE,16,3,TRUE,FALSE,84,5,572,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Jordan Spieth,USA,Green,Fairway
84,FALSE,16,4,TRUE,TRUE,1,5,572,Friday Foursomes Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 12:35:00,Patrick Reed,USA,Hole,Green
2340,FALSE,16,3,TRUE,FALSE,60,5,572,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Fairway
16128,FALSE,14,1,TRUE,FALSE,5040,4,448,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Rough,Tee
288,FALSE,11,5,TRUE,TRUE,60,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Green
60,FALSE,11,6,TRUE,TRUE,1,5,606,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,NA,Green
5040,FALSE,14,2,TRUE,FALSE,216,4,448,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Rough
216,FALSE,14,3,TRUE,TRUE,1,4,448,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Hole,Green
6336,FALSE,17,1,TRUE,FALSE,120,3,176,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Tee
120,FALSE,17,2,TRUE,TRUE,1,3,176,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,NA,Green
15912,FALSE,1,1,TRUE,FALSE,4680,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Fairway,Tee
60,FALSE,16,4,TRUE,TRUE,1,5,572,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Hole,Green
6084,FALSE,15,2,TRUE,FALSE,252,4,405,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Rough
252,FALSE,15,3,TRUE,TRUE,12,4,405,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Green,Green
4500,FALSE,2,2,TRUE,FALSE,96,4,429,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Fairway
15552,FALSE,18,1,TRUE,FALSE,4464,4,432,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Intermediate Rough,Tee
21024,FALSE,16,1,TRUE,FALSE,10836,5,572,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Fairway Bunker,Tee
4464,FALSE,18,2,TRUE,FALSE,540,4,432,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Green,Intermediate Rough
540,FALSE,18,3,TRUE,TRUE,12,4,432,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Phil Mickelson,USA,Green,Green
12,FALSE,18,4,TRUE,TRUE,1,4,432,Friday Foursomes Match 2,Rickie Fowler,Phil Mickelson,Andy Sullivan,Rory Mcilroy,2016-09-30 12:50:00,Rickie Fowler,USA,Hole,Green
10836,FALSE,16,2,TRUE,FALSE,5616,5,572,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Fairway,Fairway Bunker
5616,FALSE,16,3,TRUE,FALSE,312,5,572,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,Green,Fairway
312,FALSE,16,4,TRUE,TRUE,1,5,572,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Zach Johnson,USA,Hole,Green
12,FALSE,15,4,TRUE,TRUE,1,4,405,Friday Foursomes Match 3,Jimmy Walker,Zach Johnson,Martin Kaymer,Sergio Garcia,2016-09-30 13:05:00,Jimmy Walker,USA,NA,Green
4680,FALSE,1,2,TRUE,FALSE,360,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Rough,Fairway
15912,FALSE,1,1,TRUE,FALSE,5040,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Rough,Tee
5040,FALSE,1,2,TRUE,FALSE,120,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Rough
360,FALSE,1,3,TRUE,FALSE,72,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Rough
120,FALSE,1,3,TRUE,TRUE,1,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Hole,Green
72,FALSE,1,4,TRUE,TRUE,1,4,442,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,NA,Green
15912,FALSE,1,1,TRUE,FALSE,4680,4,442,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Rough,Tee
15444,FALSE,2,1,TRUE,FALSE,3960,4,429,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Fairway,Tee
15912,FALSE,1,1,TRUE,FALSE,5040,4,442,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Rough,Tee
